USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root           902     2          0      0 0                   0 I [pvr_misr]
drm            923     1      28176   1784 0                   0 S drmserver
root           954     2          0      0 0                   0 I [kdmflush]
root           955     2          0      0 0                   0 I [kdmflush]
nobody         959     1   10855596   2908 0                   0 S traced_probes
root           962   794   10795208   3076 0                   0 S iptables-restore
root           963   794   10895560   3060 0                   0 S ip6tables-restore
root           971     2          0      0 0                   0 I [rx0_worker]
root           972     2          0      0 0                   0 I [rx1_worker]
root           973     2          0      0 0                   0 I [rx2_worker]
root           974     2          0      0 0                   0 I [rx3_worker]
root           975     2          0      0 0                   0 I [rx4_worker]
root           976     2          0      0 0                   0 I [rx5_worker]
root           977     2          0      0 0                   0 I [rx6_worker]
root           978     2          0      0 0                   0 I [rx7_worker]
root           979     2          0      0 0                   0 I [rx8_worker]
root           980     2          0      0 0                   0 I [rx9_worker]
root           981     2          0      0 0                   0 I [rx10_worker]
root           982     2          0      0 0                   0 I [rx11_worker]
root           983     2          0      0 0                   0 I [rx12_worker]
nobody         984     1   10842104   3376 0                   0 S traced
root           985     2          0      0 0                   0 I [rx13_worker]
root           986     2          0      0 0                   0 I [rx14_worker]
root           988     2          0      0 0                   0 I [rx15_worker]
system         989     1   11495344  11412 0                   0 S vtservice
root           991     2          0      0 0                   0 I [md1_tx0_worker]
root           992     2          0      0 0                   0 I [md1_tx1_worker]
root           993     2          0      0 0                   0 I [md1_tx2_worker]
root           994     2          0      0 0                   0 I [md1_tx3_worker]
root           995     2          0      0 0                   0 I [md1_rx0_worker]
root           996     2          0      0 0                   0 S [cldma_rxq0]
gps            999     1   11198080   5528 0                   0 S mnld
cameraserver  1000     1   11367724  13528 0                   0 S cameraserver
incidentd     1003     1   10953812   4300 0                   0 S incidentd
root          1005     1   10932944   4852 0                   0 S installd
mediaex       1007     1   11426644   9520 0                   0 S media.extractor
media         1008     1   11138764   6700 0                   0 S media.metrics
root          1012     1   10881716   4112 0                   0 S storaged
wifi          1013     1   10913200   4716 0                   0 S wificond
shell         1014     1   10899472   2724 0                   0 S emdlogger
shell         1016     1   10999060   3692 0                   0 S lbs_dbg_ext
system        1017     1   10822332   3356 0                   0 S thermald
media         1019     1      81960   6952 0                   0 S mediaserver
system        1020     1   10909196   2752 0                   0 S mobile_log_d
shell         1022     1   10836884   2832 0                   0 S netdiag
mediacodec    1024     1      44788   1532 0                   0 S media.codec
cameraserver  1027     1   12074012  23040 0                   0 S camerahalserver
system        1030     1   10828892   5316 0                   0 S getgameserver
system        1031     1   10832700   3432 0                   0 S thermal
system        1034     1      14352   1120 0                   0 S thermalloadalgod
gps           1037     1   11762172   4092 0                   0 S mtk_agpsd
system        1039     1   11080168   5656 0                   0 S vendor.mediatek.hardware.pq@2.2-service
wifi          1040     1   10798008   2720 0                   0 S wlan_assistant
mediacodec    1055     1   11637808   9588 0                   0 S media.swcodec
system        1060     1   10917004   5076 0                   0 S gatekeeperd
root          1062     1   10941068   4912 0                   0 S update_engine
system        1065     1   11014296   3612 0                   0 S android.hardware.biometrics.fingerprint@2.1-service
system        1066     1   10963192   3616 0                   0 S netdagent
root          1075     2          0      0 0                   0 S [rpmb_gp_Dci]
shell         1255     1   10800784   2752 0                   0 S connsyslogger
root          1260     2          0      0 0                   0 I [fm_timer_wq]
root          1261     2          0      0 0                   0 I [fm_eint_wq]
root          1296     1      20036   1188 0                   0 S bip
system        1297     1      26700   1060 0                   0 S volte_imsm_93
system        1299     1      37788   2708 0                   0 S volte_stack
radio         1300     1      36756   1140 0                   0 S gsm0710muxd
radio         1301     1      40024   1924 0                   0 S volte_ua
system        1312     1      41168   1664 0                   0 S volte_imcb
system        1313     1   10937812   3404 0                   0 S epdg_wod
radio         1406     1   11954532   8520 0                   0 S mtkfusionrild
system        1466   795   22268668 429344 0                   0 S system_server
wifi          1751     1   10941984   4832 0                   0 S android.hardware.wifi@1.0-service-lazy
u0_a158       1784   795   17975488 220356 0                   0 S com.android.systemui
webview_zygote 1905  795   42085392  52084 0                   0 S webview_zygote
network_stack 1926   795   16753624  91416 0                   0 S com.android.networkstack.process
radio         1962   795   16737492  88388 0                   0 S com.mediatek.ims
radio         1998   795   16516660  74332 0                   0 S com.mediatek.smartratswitch
secure_element 1999  795   16480352  68680 0                   0 S com.android.se
u0_a67        2012   795   16519964  70348 0                   0 S com.ape.faceunlock
radio         2023   795   17573844 120552 0                   0 S com.android.phone
u0_a173       2028   795   16533008  75860 0                   0 S com.mediatek.entitlement
u0_a161       2045   795   17290104 150396 0                   0 S com.android.launcher3
system        2487     1   10843960   3344 0                   0 S batterywarning
u0_a134       2885   795   17769428 156960 0                   0 S com.google.android.inputmethod.latin
u0_a178       2904   795   17143184  97076 0                   0 S com.google.android.providers.media.module
u0_a124       2921   795   17250012  99268 0                   0 S com.google.android.as
u0_a130       2928   795   17899508 122240 0                   0 S com.google.android.googlequicksearchbox:interactor
u0_a123       2944   795   16905848  97612 0                   0 S com.google.android.apps.messaging:rcs
nfc           2966   795   16653392  85716 0                   0 S com.android.nfc
u0_a130       3183   795   44602408 263536 0                   0 S com.google.android.googlequicksearchbox:googleapp
system        7129   795   17393648 221928 0                   0 S com.android.settings
u0_a195       7225   795   16480012  72168 0                   0 S com.google.android.ext.services
root          7310     2          0      0 0                   0 I [kworker/u16:2-pvr_misr]
system        8770   795   16646508 101836 0                   0 S com.android.dynsystem:dynsystem
root          8814     1   10900028   4736 0                   0 S gsid
root         11255     2          0      0 0                   0 I [kworker/3:2H-kblockd]
u0_a204      11443   795   16858344 109472 0                   0 S com.termux
u0_a204      11507 11443   10891508   2784 0                   0 S bash
u0_a129      11619   795   17100440 133556 0                   0 S com.android.vending:quick_launch
root         12375     2          0      0 0                   0 I [kworker/u16:6-pvr_misr]
root         12752     2          0      0 0                   0 I [kworker/2:3H-kblockd]
root         13712     2          0      0 0                   0 S [main_thread]
root         13713     2          0      0 0                   0 R [hif_thread]
root         13714     2          0      0 0                   0 S [rx_thread]
wifi         13719     1   10942176   7080 0                   0 S wpa_supplicant
u0_a123      14698   795   18127700 246012 0                   0 S com.google.android.apps.messaging
shell        15466     1   11019620  11672 0                   0 S adbd
u0_a70       16084   795   17012940 111472 0                   0 S com.google.android.apps.wellbeing
root         16158     2          0      0 0                   0 I [kworker/u17:1-mt_fstb_base]
mdnsr        16175     1   10864560   3352 0                   0 S mdnsd
root         17578     2          0      0 0                   0 I [kworker/5:0H-kblockd]
root         17604     2          0      0 0                   0 I [kworker/0:5H-fsverity_read_queue]
root         17806     2          0      0 0                   0 I [kworker/3:0-events]
root         18000     2          0      0 0                   0 I [kworker/4:2-events]
root         18028     2          0      0 0                   0 I [kworker/3:0H-kblockd]
root         18036     2          0      0 0                   0 I [kworker/6:2-pm]
root         18327     2          0      0 0                   0 I [kworker/5:2-events]
root         19142     2          0      0 0                   0 I [kworker/6:2H-kblockd]
root         19143     2          0      0 0                   0 I [kworker/6:3H-kblockd]
root         19766     2          0      0 0                   0 I [kworker/0:3-events]
root         20106     2          0      0 0                   0 I [kworker/0:1H-kverityd]
root         20136     2          0      0 0                   0 I [kworker/7:0H-kverityd]
root         20142     2          0      0 0                   0 I [kworker/5:1H-fsverity_read_queue]
root         20144     2          0      0 0                   0 I [kworker/4:0H-kblockd]
root         20233     2          0      0 0                   0 I [kworker/1:0-events]
root         20265     2          0      0 0                   0 I [kworker/7:2-sock_diag_events]
root         20738     2          0      0 0                   0 I [kworker/4:0-events]
root         20741     2          0      0 0                   0 I [kworker/u16:1-adb]
root         20791     2          0      0 0                   0 I [kworker/2:2-events]
root         20814     2          0      0 0                   0 I [kworker/2:4-ged_notify_sw_vsync]
root         20899     2          0      0 0                   0 I [kworker/6:1-events]
root         20936     2          0      0 0                   0 I [kworker/u17:2-mt_fstb_base]
artd         20983     1   11008260  11572 0                   0 S artd
root         21024     2          0      0 0                   0 I [kworker/0:1-events]
root         21029     2          0      0 0                   0 I [kworker/0:0H-kverityd]
root         21400     2          0      0 0                   0 I [kworker/5:1-events]
root         21411     2          0      0 0                   0 I [kworker/4:2H-kverityd]
root         21539     2          0      0 0                   0 I [kworker/7:1-kdmflush]
root         21636     2          0      0 0                   0 I [kworker/1:1H-kblockd]
root         21837     2          0      0 0                   0 S [erofs_worker/1]
root         21838     2          0      0 0                   0 S [erofs_worker/2]
root         21839     2          0      0 0                   0 S [erofs_worker/3]
root         21840     2          0      0 0                   0 S [erofs_worker/4]
root         21841     2          0      0 0                   0 S [erofs_worker/5]
root         21842     2          0      0 0                   0 S [erofs_worker/6]
root         21843     2          0      0 0                   0 S [erofs_worker/7]
root         21854     2          0      0 0                   0 I [kworker/6:0H-kverityd]
root         21856     2          0      0 0                   0 I [kworker/u16:3-ged_kpi]
root         21947     2          0      0 0                   0 I [kworker/0:2H-fsverity_read_queue]
root         21950     2          0      0 0                   0 I [kworker/1:1-events_freezable_power_]
u0_a51       21976   795   16590760  82872 0                   0 S android.process.media
root         21999     2          0      0 0                   0 I [kworker/7:1H-kverityd]
root         22020     2          0      0 0                   0 I [kworker/3:3-events]
root         22074     2          0      0 0                   0 I [kworker/1:3-events_freezable_power_]
root         22129     2          0      0 0                   0 I [kworker/2:1H-kverityd]
root         22161     2          0      0 0                   0 I [kworker/3:1H-kverityd]
root         22165     2          0      0 0                   0 I [kworker/5:2H-kblockd]
root         22421     2          0      0 0                   0 I [kworker/1:7H-kblockd]
root         22422     2          0      0 0                   0 I [kworker/1:8H-kblockd]
root         22776     2          0      0 0                   0 I [kworker/1:4-events_freezable_power_]
root         24155     2          0      0 0                   0 I [kworker/5:3H-kverityd]
root         24156     2          0      0 0                   0 I [kworker/5:4H-kblockd]
root         24158     2          0      0 0                   0 I [kworker/6:1H-kverityd]
root         24172     2          0      0 0                   0 I [kworker/3:3H-kblockd]
root         24173     2          0      0 0                   0 I [kworker/0:3H-fsverity_read_queue]
root         24174     2          0      0 0                   0 I [kworker/0:4H-fsverity_read_queue]
root         24175     2          0      0 0                   0 I [kworker/0:6H-fsverity_read_queue]
root         24176     2          0      0 0                   0 I [kworker/0:7H-kblockd]
root         24177     2          0      0 0                   0 I [kworker/0:8H]
u0_a129      24325   795   17641448 183148 0                   0 R com.android.vending:background
u0_a182      24898   795   16783384 117440 0                   0 S com.google.android.permissioncontroller
u0_a128      24972   795   16589248  80660 0                   0 S com.google.process.gservices
root         25108     2          0      0 0                   0 I [kworker/4:1H-kverityd]
u0_a128      25211   795   16555108  82252 0                   0 S com.google.process.gapps
root         25302     2          0      0 0                   0 I [kworker/0:0-events]
root         25306     2          0      0 0                   0 I [kworker/2:0H-kblockd]
root         25307     2          0      0 0                   0 I [kworker/7:0-events]
root         25311     2          0      0 0                   0 I [kworker/u16:0-adb]
root         25338     2          0      0 0                   0 I [kworker/u16:4-adb]
root         25343     2          0      0 0                   0 I [kworker/1:2-mm_percpu_wq]
root         25382     2          0      0 0                   0 I [kworker/7:2H-kverityd]
u0_a129      25387   795   18826236 241712 0                   0 S com.android.vending
root         25533     2          0      0 0                   0 I [kworker/4:1-kdmflush]
root         25534     2          0      0 0                   0 I [kworker/4:3-events]
root         25535     2          0      0 0                   0 I [kworker/4:4-events]
u0_a143      26098   795   19069616 283788 0                   0 S com.google.android.gm
root         26205     2          0      0 0                   0 I [kworker/2:0-events]
u0_a128      26231   795   18173020 282684 0                   0 S com.google.android.gms.persistent
u0_a128      26243   795   18644748 326560 0                   0 S com.google.android.gms
u0_a128      26629   795   17292272 208228 0                   0 S com.google.android.gms.unstable
root         26941     2          0      0 0                   0 I [kworker/2:1]
root         27011     2          0      0 0                   0 I [kworker/3:1-events]
root         27017     2          0      0 0                   0 I [kworker/3:2-mm_percpu_wq]
u0_a43       27057   795   16664472 100168 0                   0 S android.process.acore
root         27103     2          0      0 0                   0 I [kworker/1:0H-kblockd]
u0_a129      27115   795   16950832 134264 0                   0 S com.android.vending:instant_app_installer
root         27166     2          0      0 0                   0 I [kworker/5:0-events]
root         27220     2          0      0 0                   0 I [kworker/7:3H-kblockd]
root         27221     2          0      0 0                   0 I [kworker/7:4H-kblockd]
root         27222     2          0      0 0                   0 I [kworker/4:3H-kblockd]
root         27618     2          0      0 0                   0 I [kworker/5:3-rcu_gp]
u0_a199      27683   795   16719012  72672 0                   0 S com.google.android.photopicker
shell        27809 15466   10826080   5168 0                   0 R ps
